age,sex,soc,edu,Reg,inc,colas,restrntEve,juice,cigs,antique,news,enders,friends,simpsons,football
29,2,5,8,7,14,1,1,1,0,0,1,1,1,1,0
73,2,2,2,7,16,1,0,1,0,1,1,0,0,0,0
62,1,2,7,11,13,0,1,1,0,0,0,0,0,0,0
66,1,3,1,3,11,0,0,0,0,0,1,0,0,0,0
39,2,4,3,7,16,1,0,0,1,1,1,0,0,0,0
31,1,3,3,4,14,1,1,1,1,0,1,0,0,1,0
34,2,5,3,7,13,0,0,0,0,0,0,1,1,1,0
61,1,6,2,2,2,0,0,1,1,0,0,0,0,0,0
34,2,6,3,5,7,1,0,1,0,1,0,1,0,0,0
32,2,1,9,7,18,1,1,1,1,0,1,1,1,0,0
33,2,5,5,8,11,1,0,1,0,0,1,1,0,1,0
39,1,5,3,7,15,1,1,1,0,0,1,0,0,0,1
50,1,2,3,2,16,1,1,1,1,1,0,0,0,0,0
44,1,4,3,7,13,0,1,1,1,0,0,0,0,0,0
47,2,5,2,7,12,0,1,0,0,1,1,1,0,0,0
33,2,3,7,2,13,1,0,1,0,0,0,0,1,1,0
27,1,2,9,5,13,0,1,1,1,0,1,1,1,1,0
59,2,6,2,5,1,1,0,0,0,0,0,0,0,0,0
65,2,3,2,4,3,0,1,1,0,0,1,0,0,0,0
45,1,3,2,1,15,1,1,1,0,0,1,1,0,0,0
32,1,3,3,11,15,1,1,1,1,1,0,0,0,0,0
65,2,3,1,9,13,1,1,1,0,0,1,0,0,0,0
50,2,1,2,5,11,0,1,1,0,1,1,0,0,0,0
51,2,3,2,6,12,1,1,1,0,0,1,0,0,0,1
54,1,4,1,6,12,1,1,1,1,0,0,0,0,0,0
43,2,4,2,3,13,1,1,1,0,0,0,1,0,0,0
27,2,5,4,1,4,1,1,1,0,0,0,1,1,0,0
40,1,4,8,7,12,0,1,0,0,0,1,0,0,0,0
33,2,2,5,7,14,1,1,1,0,0,0,0,0,0,0
57,1,4,2,3,12,0,0,0,0,0,0,0,0,0,0
52,2,6,3,7,6,0,0,0,1,0,0,1,0,0,0
44,1,3,3,4,12,0,1,0,0,0,0,0,0,0,1
28,2,4,4,1,16,1,1,1,1,0,0,1,1,1,0
31,2,5,3,7,12,0,0,1,0,0,0,0,0,0,0
55,2,4,3,4,5,0,1,0,0,0,0,0,0,0,0
73,2,2,8,3,12,0,1,1,0,1,1,1,0,0,0
74,1,3,4,8,13,1,0,1,0,1,0,0,0,0,0
29,2,4,3,7,16,1,1,0,0,0,1,0,0,0,0
60,2,4,3,1,14,1,1,1,0,0,1,1,0,0,0
51,2,4,2,2,15,1,0,1,0,0,0,1,0,0,0
70,1,3,3,2,18,0,1,1,0,1,1,0,0,0,0
42,2,5,2,5,11,1,0,1,1,1,0,0,0,0,0
33,2,3,8,7,18,1,1,1,0,1,0,1,1,1,0
35,1,3,8,4,14,1,0,1,0,0,0,0,0,0,0
28,1,3,8,1,18,1,1,1,1,0,0,1,1,1,1
58,2,5,2,2,1,0,0,1,0,0,0,0,0,0,0
27,2,3,8,8,18,1,1,1,0,0,0,0,1,1,0
53,1,3,2,9,15,0,1,1,0,1,1,0,0,0,0
74,2,3,1,9,1,0,1,0,0,1,1,0,0,0,0
62,2,3,5,8,19,0,1,1,0,0,0,0,0,0,0
63,2,4,3,7,9,0,1,0,0,1,0,0,0,0,0
76,2,3,1,9,10,0,0,0,0,0,1,0,1,0,0
34,2,3,5,8,13,1,1,1,1,0,0,0,0,0,0
28,2,3,8,7,18,0,1,1,0,0,1,1,1,0,0
62,1,3,2,11,16,0,1,0,0,0,0,0,0,0,0
36,2,4,8,8,14,0,1,1,0,1,0,0,1,0,0
27,1,5,3,4,12,1,0,1,1,1,0,1,0,1,0
82,1,4,1,2,4,1,0,1,0,0,0,0,0,0,0
49,1,2,3,1,16,1,1,1,0,1,1,1,0,1,0
53,2,2,2,7,15,1,0,1,1,0,1,1,0,0,0
32,1,4,3,3,15,1,1,1,1,0,0,0,0,0,0
46,2,2,3,8,17,0,1,1,0,0,0,0,0,0,0
50,1,2,9,7,18,0,1,1,1,0,1,0,0,1,0
43,2,5,3,10,11,1,1,1,0,0,0,1,0,0,1
52,1,3,2,7,14,0,1,0,0,0,0,0,0,0,0
39,1,4,3,1,16,1,1,0,0,0,1,0,0,0,0
57,1,4,3,4,14,1,0,1,0,1,1,0,0,0,0
46,2,5,8,8,11,1,1,0,1,1,1,1,0,0,0
59,1,5,1,5,14,0,1,1,0,0,0,0,0,0,0
55,1,3,2,1,13,1,1,1,0,0,0,0,0,0,0
49,2,5,4,2,12,0,1,0,1,1,1,0,0,0,0
38,2,5,2,4,2,1,0,1,1,1,1,1,1,0,0
37,1,4,3,3,14,1,1,1,0,1,1,0,1,0,1
51,2,6,2,7,12,1,1,1,0,0,0,1,1,0,0
27,1,3,4,4,6,1,1,1,0,0,0,0,0,1,1
66,2,6,1,2,3,0,0,1,0,1,0,0,0,0,0
52,2,3,3,9,5,0,0,0,1,0,0,0,0,0,0
54,1,2,6,7,12,1,0,1,1,1,0,1,0,0,0
28,2,5,9,7,7,1,1,0,0,0,0,1,0,0,0
55,2,3,8,7,14,0,1,1,1,1,1,0,0,0,0
57,1,3,2,9,7,1,1,1,0,0,1,0,0,0,0
61,2,3,3,2,6,1,0,1,0,0,0,0,0,0,0
50,1,2,3,6,15,0,1,0,0,0,0,0,0,0,0
39,1,4,8,8,17,1,1,1,0,0,1,0,0,0,1
73,1,2,9,9,14,0,0,1,0,1,1,0,0,0,0
51,2,4,1,4,9,1,0,1,0,0,0,0,0,0,0
74,1,3,1,2,8,0,0,1,0,0,0,0,0,0,0
51,2,4,2,4,13,1,1,1,1,0,0,0,0,1,0
32,2,3,3,7,15,1,0,1,0,0,0,0,0,0,0
75,1,3,1,2,11,0,0,0,1,1,1,0,0,0,0
73,1,4,1,5,7,0,1,1,0,0,0,0,0,0,0
38,2,4,4,3,13,1,1,1,0,0,1,1,0,0,0
69,2,4,1,7,4,1,0,1,0,1,0,1,0,0,0
20,2,5,3,1,3,1,0,1,0,0,0,0,0,0,0
47,2,4,2,4,13,1,1,1,0,0,0,0,0,0,0
40,2,4,4,9,15,1,1,1,0,0,0,0,0,0,0
67,2,3,5,11,4,0,0,1,0,1,1,1,0,0,0
69,2,5,1,2,4,0,0,1,0,1,1,0,0,0,1
54,1,3,5,1,5,1,1,1,0,0,0,1,0,0,1
41,2,3,3,1,18,1,1,1,0,1,1,1,1,1,1
58,1,3,9,3,13,1,1,0,0,0,1,0,0,0,1
29,2,2,9,10,17,1,0,0,0,0,1,1,0,0,0
38,2,3,4,3,19,1,1,1,0,0,0,0,0,0,0
72,1,6,1,10,6,0,0,1,0,1,1,1,0,0,0
36,2,3,3,4,13,1,1,1,1,0,0,1,1,1,0
38,1,5,3,10,12,1,0,1,1,0,0,0,0,0,0
36,1,4,3,5,12,1,1,1,1,0,0,0,0,1,0
55,1,3,2,1,15,0,1,1,0,0,1,0,0,0,0
46,1,4,2,2,15,1,1,1,0,1,0,0,1,0,1
55,2,4,2,8,18,0,0,1,0,0,0,1,0,0,0
76,1,3,2,8,5,0,0,0,0,1,0,0,0,0,0
59,2,6,2,2,5,0,0,1,1,1,0,0,0,0,0
29,2,2,3,3,15,1,1,1,0,0,0,1,0,0,1
39,2,5,4,11,15,1,0,1,0,0,0,0,1,0,0
27,2,3,3,4,16,1,1,1,1,0,1,1,1,0,0
36,2,2,3,2,13,1,1,0,1,0,0,1,0,0,0
56,1,5,2,5,5,1,0,0,0,0,0,0,0,0,0
49,2,5,2,1,8,0,0,0,1,0,0,1,0,0,0
76,1,2,3,11,12,1,1,0,0,1,0,0,0,0,0
33,1,3,3,3,14,1,1,1,0,0,0,1,0,0,0
45,1,3,3,8,17,1,0,1,0,0,0,1,1,1,0
21,2,5,6,3,4,1,0,1,1,0,0,1,1,1,1
54,2,5,2,7,13,1,1,1,0,1,1,0,0,0,0
20,2,6,5,8,7,1,0,1,0,0,0,1,1,0,0
53,2,3,2,3,13,1,1,0,1,1,1,1,0,0,0
27,1,3,5,2,15,1,1,1,0,0,0,0,1,1,1
63,1,3,3,11,13,1,1,1,1,0,1,0,0,1,0
43,2,2,2,11,15,1,1,1,0,1,0,0,0,0,0
60,1,5,2,1,6,0,0,0,1,0,0,0,0,0,0
22,2,2,8,9,19,1,1,1,0,0,0,1,1,1,0
59,1,2,7,7,11,0,1,0,0,0,1,0,0,0,0
20,1,3,3,3,11,1,1,1,0,0,1,1,1,1,1
35,1,4,3,11,13,1,1,0,0,0,0,0,1,0,0
39,2,4,4,4,15,0,1,0,1,1,0,1,0,0,1
45,2,5,3,4,13,1,1,1,0,0,0,1,0,0,0
